 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk, Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
3306,424626,428,4,324924,136,759,0,759,43.036823504998964,34,0,34,38.16976653328319,765521,1017,982,254.8151783687377,424626,9,339701,793,0,339701,0,254775,63693,0,254775,0,0,0,0,0,8560,80,1007,9,0,1500,752,82.37718101590198,298.42444772195375,0,1,0,0,0,0,0,0,0.01,752,759,34,8560,0,0,0,0,0,0,428,324924,4,136,56770,58434,427,20,0,0,0,0,0,0,0,0,DDoS
443,3795,6,11,561,1799,93,10,93,40.98658701387017,163,0,163,22.800739589686337,621826,4478,223,613.3780387812428,3795,9,3036,506,0,3036,0,2277,207,0,2277,0,0,0,0,0,120,220,1580,2897,0,1000,138,10.913832592832772,0.3596668500509548,0,1,0,0,1,0,0,0,1.83,138,93,163,120,0,0,0,0,0,0,6,561,11,1799,48721,42493,5,20,0,0,0,0,0,0,0,0,BENIGN
53,2149,6,12,736,3606,122,10,122,10.793704733658489,300,0,300,1.1384936235457,2020767,8375,119,179.77006993426502,2149,6,1719,286,0,1719,0,1289,107,0,1289,0,0,0,0,0,120,240,2791,5583,0,1000,241,2.1527930916906968,378.72386661658544,0,0,0,0,0,0,0,0,2.0,241,122,300,120,0,0,0,0,0,0,6,736,12,3606,37239,43130,5,20,0,0,0,0,0,0,0,0,BENIGN
443,4813016,347,4,44108,163,127,0,127,39.82721655907207,40,0,40,49.47166963376278,9198,72,13712,913.8940024648057,4813016,1,3850412,11096,0,3850412,0,2887809,721952,0,2887809,0,0,0,0,0,6940,80,72,0,0,1500,126,12.508851219429229,970.8880800105866,0,1,0,0,0,0,0,0,0.01,126,127,40,6940,0,0,0,0,0,0,347,44108,4,163,64963,60725,346,20,0,0,0,0,0,0,0,0,DDoS
8080,1734202,482,4,298214,144,618,0,618,13.883941939352173,36,0,36,2.225666134157478,172043,280,3568,95.20558714386596,1734202,1,1387362,2878,0,1387362,0,1040521,260130,0,1040521,0,0,0,0,0,9640,80,277,2,0,1500,613,53.65916266826222,866.1766696408826,0,1,0,0,0,0,0,0,0.01,613,618,36,9640,0,0,0,0,0,0,482,298214,4,144,46325,45566,481,20,0,0,0,0,0,0,0,0,DDoS
80,798,9,11,8719,3359,968,10,968,32.54878801699913,305,0,305,26.658115902968664,15129756,25052,39,591.6401033896128,798,2,638,70,0,638,0,479,43,0,479,0,0,0,0,0,180,220,11273,13778,0,1000,603,50.23700971516948,276.365987822198,0,0,0,0,1,0,0,0,1.22,603,968,305,180,0,0,0,0,0,0,9,8719,11,3359,62208,42719,8,20,0,0,0,0,0,0,0,0,BENIGN
53,3450,7,6,5078,2148,725,10,725,9.367240156584455,358,0,358,5.646320859716897,2094243,3767,265,583.6251849388185,3450,2,2760,394,0,2760,0,2070,345,0,2070,0,0,0,0,0,140,120,2028,1738,0,1000,555,12.429841125769038,129.90566684105565,0,1,0,0,0,0,0,0,0.86,555,725,358,140,0,0,0,0,0,0,7,5078,6,2148,30239,47932,6,20,0,0,0,0,0,0,0,0,BENIGN
123,4604,7,7,3727,6772,532,10,532,2.640474713646934,967,0,967,20.82891635831418,2280488,3040,328,538.2242872358489,4604,6,3683,526,0,3683,0,2762,394,0,2762,0,0,0,0,0,140,140,1520,1520,0,1000,749,77.44529449240946,947.9690775679086,0,1,0,0,0,0,0,0,1.0,749,532,967,140,0,0,0,0,0,0,7,3727,7,6772,59425,33790,6,20,0,0,0,0,0,0,0,0,BENIGN
22,1587,5,6,2285,4947,457,10,457,28.587168004680063,824,0,824,42.60099340590092,4557123,6930,144,238.2842491402508,1587,10,1269,253,0,1269,0,952,158,0,952,0,0,0,0,0,100,120,3150,3780,0,1000,657,13.459925703365139,647.9697322067391,0,0,0,0,0,0,0,0,1.2,657,457,824,100,0,0,0,0,0,0,5,2285,6,4947,51894,31452,4,20,0,0,0,0,0,0,0,0,BENIGN
80,1379,1,3,343,744,343,10,343,40.063720189124915,248,0,248,22.094317369610323,788007,2899,344,737.6200804140061,1379,2,1103,1103,0,1103,0,827,275,0,827,0,0,0,0,0,20,60,724,2174,0,1000,271,6.490415332073029,943.41666603847,0,1,0,0,1,0,0,0,3.0,271,343,248,20,0,0,0,0,0,0,1,343,3,744,33358,58291,0,20,0,0,0,0,0,0,0,0,BENIGN
123,1500,6,10,1281,1671,213,10,213,27.77700185325539,167,0,167,25.53820655113456,1967168,10661,93,565.8855157538273,1500,10,1200,200,0,1200,0,900,90,0,900,0,0,0,0,0,120,200,3998,6663,0,1000,184,45.40545945354744,734.6793510053068,0,1,0,0,0,0,0,0,1.67,184,213,167,120,0,0,0,0,0,0,6,1281,10,1671,62473,64430,5,20,0,0,0,0,0,0,0,0,BENIGN
50977,169,2,0,0,0,0,0,0,41.81961355041658,0,0,0,16.205599097964374,0,11770,84,129.3984924925803,169,3,135,67,0,135,0,101,0,0,101,0,0,0,0,0,40,0,11770,0,0,1000,0,46.2508675791403,497.70523611466575,0,1,0,0,0,0,0,0,0.0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,30853,53220,1,20,0,0,0,0,0,0,0,0,PortScan
12748,24,1,0,0,0,0,0,0,29.075631947825524,0,0,0,9.794477059274625,0,41364,24,386.1260695690856,24,2,19,19,0,19,0,14,0,0,14,0,0,0,0,0,20,0,41364,0,0,1000,0,84.32381312048068,377.9104722188176,0,1,0,0,0,0,0,0,0.0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,51374,54924,0,20,0,0,0,0,0,0,0,0,PortScan
123,2031,6,9,1616,10486,269,10,269,39.03831048299987,1165,0,1165,44.34914273176428,5957321,7383,135,63.55046353766802,2031,2,1625,270,0,1625,0,1218,135,0,1218,0,0,0,0,0,120,180,2953,4429,0,1000,806,37.662571980001005,5.083805234574523,0,0,0,0,1,0,0,0,1.5,806,269,1165,120,0,0,0,0,0,0,6,1616,9,10486,58119,52886,5,20,0,0,0,0,0,0,0,0,BENIGN
80,1562,8,2,849,168,106,10,106,29.941888483331265,84,0,84,38.766400671754894,651309,6399,156,221.61931608946196,1562,5,1250,156,0,1250,0,937,468,0,937,0,0,0,0,0,160,40,5119,1279,0,1000,101,91.59885655847897,620.4885579214762,0,0,0,0,1,0,0,0,0.25,101,106,84,160,0,0,0,0,0,0,8,849,2,168,32139,62934,7,20,0,0,0,0,0,0,0,0,BENIGN
443,3719584,285,5,153913,207,540,0,540,4.0021848614636815,41,0,41,7.241713250815568,41434,77,12826,869.7030697586866,3719584,2,2975667,10440,0,2975667,0,2231750,446350,0,2231750,0,0,0,0,0,5700,100,76,1,0,1500,531,17.115304649272534,860.2603014325566,0,1,0,0,0,0,0,0,0.02,531,540,41,5700,0,0,0,0,0,0,285,153913,5,207,62974,44387,284,20,0,0,0,0,0,0,0,0,DDoS
80,3873,5,3,3281,489,656,10,656,4.75447912851556,163,0,163,10.049493450862945,973278,2065,484,566.7935726073447,3873,6,3099,619,0,3099,0,2324,774,0,2324,0,0,0,0,0,100,60,1290,774,0,1000,471,17.66475512675756,411.88014489858324,0,1,0,0,0,0,0,0,0.6,471,656,163,100,0,0,0,0,0,0,5,3281,3,489,59881,60347,4,20,0,0,0,0,0,0,0,0,BENIGN
80,1543,8,4,680,1217,85,10,85,19.91868593469497,304,0,304,5.8709399364875186,1229146,7774,128,802.6371915605964,1543,1,1234,154,0,1234,0,926,231,0,926,0,0,0,0,0,160,80,5182,2591,0,1000,158,5.2803235757814315,920.0668196348605,0,0,0,0,0,0,0,0,0.5,158,85,304,160,0,0,0,0,0,0,8,680,4,1217,55016,37600,7,20,0,0,0,0,0,0,0,0,BENIGN
80,452,4,11,278,6024,69,10,69,30.69990755450402,547,0,547,0.8002831871057048,13922297,33128,30,239.54156802203164,452,1,362,90,0,362,0,271,24,0,271,0,0,0,0,0,80,220,8834,24294,0,1000,420,56.837992360175186,557.6236693199666,0,0,0,0,1,0,0,0,2.75,420,69,547,80,0,0,0,0,0,0,4,278,11,6024,38563,62944,3,20,0,0,0,0,0,0,0,0,BENIGN
22,3314,7,9,4387,1961,626,10,626,3.346310737660918,217,0,217,40.74075450628069,1915421,4827,207,615.3339837143126,3314,3,2651,378,0,2651,0,1988,220,0,1988,0,0,0,0,0,140,180,2111,2715,0,1000,396,39.06323043531088,380.2847797937161,0,0,0,0,1,0,0,0,1.29,396,626,217,140,0,0,0,0,0,0,7,4387,9,1961,45107,60024,6,20,0,0,0,0,0,0,0,0,BENIGN
443,3371,5,10,4894,8729,978,10,978,30.5354022437875,872,0,872,10.255323308007148,4040764,4448,224,779.4479697572837,3371,2,2697,539,0,2697,0,2023,202,0,2023,0,0,0,0,0,100,200,1482,2965,0,1000,908,11.933275376503328,998.6322553601739,0,0,0,0,1,0,0,0,2.0,908,978,872,100,0,0,0,0,0,0,5,4894,10,8729,56542,48503,4,20,0,0,0,0,0,0,0,0,BENIGN
80,3338,5,6,4631,7090,926,10,926,39.06859435168521,1181,0,1181,10.765981148803917,3511674,3295,303,775.8524775111678,3338,5,2670,534,0,2670,0,2002,333,0,2002,0,0,0,0,0,100,120,1497,1797,0,1000,1065,7.723823791845897,62.795455596892815,0,1,0,0,1,0,0,0,1.2,1065,926,1181,100,0,0,0,0,0,0,5,4631,6,7090,45410,41891,4,20,0,0,0,0,0,0,0,0,BENIGN
443,730,2,3,1684,3072,842,10,842,6.824039164819412,1024,0,1024,34.12020822646632,6508960,6842,146,793.0324214946045,730,1,584,292,0,584,0,438,146,0,438,0,0,0,0,0,40,60,2737,4105,0,1000,951,39.93070552719341,112.70103042548118,0,0,0,0,1,0,0,0,1.5,951,842,1024,40,0,0,0,0,0,0,2,1684,3,3072,56194,58019,1,20,0,0,0,0,0,0,0,0,BENIGN
80,1547,3,10,2549,4047,849,10,849,29.196017612878443,404,0,404,49.05594977838511,4262494,8399,119,291.430844116604,1547,7,1238,412,0,1238,0,928,92,0,928,0,0,0,0,0,60,200,1938,6461,0,1000,507,67.1833664307266,870.9797403244847,0,0,0,0,0,0,0,0,3.33,507,849,404,60,0,0,0,0,0,0,3,2549,10,4047,33838,51321,2,20,0,0,0,0,0,0,0,0,BENIGN
3306,2324883,172,5,198366,1,1153,0,1153,36.42136770103289,0,0,0,10.278464966687235,85323,76,13134,651.6372563116431,2324883,9,1859906,10813,0,1859906,0,1394930,278986,0,1394930,0,0,0,0,0,3440,100,73,2,0,1500,1120,54.89537918515539,568.9415177746035,0,1,0,0,0,0,0,0,0.03,1120,1153,0,3440,0,0,0,0,0,0,172,198366,5,1,31187,50820,171,20,0,0,0,0,0,0,0,0,DDoS
123,547,9,12,2832,11148,314,10,314,4.114187697611227,929,0,929,21.485709959090375,25529363,38346,26,585.29789045019,547,1,438,48,0,438,0,328,27,0,328,0,0,0,0,0,180,240,16434,21912,0,1000,665,27.468165988332704,340.0438176636538,0,0,0,0,0,0,0,0,1.33,665,314,929,180,0,0,0,0,0,0,9,2832,12,11148,63371,53622,8,20,0,0,0,0,0,0,0,0,BENIGN
80,2849320,234,1,295076,35,1261,0,1261,37.65603309996255,35,0,35,26.33006646419731,103572,82,12124,78.12099123289495,2849320,5,2279456,9741,0,2279456,0,1709592,1709592,0,1709592,0,0,0,0,0,4680,20,82,0,0,1500,1255,3.624243528861404,207.61539770470029,0,1,0,0,0,0,0,0,0.0,1255,1261,35,4680,0,0,0,0,0,0,234,295076,1,35,58923,50041,233,20,0,0,0,0,0,0,0,0,DDoS
123,4729,5,2,3097,2137,619,10,619,6.328224956560002,1068,0,1068,0.8688084282829411,1107012,1480,675,342.36032017170214,4729,1,3783,756,0,3783,0,2837,1418,0,2837,0,0,0,0,0,100,40,1057,422,0,1000,747,33.55523255862376,710.540618590741,0,1,0,0,0,0,0,0,0.4,747,619,1068,100,0,0,0,0,0,0,5,3097,2,2137,60471,56325,4,20,0,0,0,0,0,0,0,0,BENIGN
22,3681,3,1,351,220,117,10,117,49.31608593681561,220,0,220,44.748916933463704,155468,1086,920,43.98022962152093,3681,10,2945,981,0,2945,0,2208,2208,0,2208,0,0,0,0,0,60,20,814,271,0,1000,143,29.314700524388005,212.7752050041566,0,0,0,0,1,0,0,0,0.33,143,117,220,60,0,0,0,0,0,0,3,351,1,220,46927,58943,2,20,0,0,0,0,0,0,0,0,BENIGN
22,1825,6,1,3535,1152,589,10,589,43.3882665277038,1152,0,1152,15.215595923524122,2567290,3833,260,347.2235878381449,1825,1,1460,243,0,1460,0,1095,1095,0,1095,0,0,0,0,0,120,20,3285,547,0,1000,669,89.2641365056298,144.9736189460187,0,1,0,0,1,0,0,0,0.17,669,589,1152,120,0,0,0,0,0,0,6,3535,1,1152,54313,39768,5,20,0,0,0,0,0,0,0,0,BENIGN
22,140352,82,14,5562,688,67,0,67,19.4778193880571,49,0,49,49.97170281455604,44531,683,1462,935.3125631746161,140352,2,112282,1369,0,112282,0,84211,6015,0,84211,0,0,0,0,0,1640,280,584,99,0,1000,65,85.78194687796704,853.8472116130409,0,0,0,0,1,0,0,0,0.17,65,67,49,1640,0,0,0,0,0,0,82,5562,14,688,54286,56036,81,20,0,0,0,0,0,0,0,0,SSH-Patator
26271,100,2,0,0,0,0,0,0,5.603206772550723,0,0,0,33.960357365173785,0,19924,50,662.544096967885,100,6,80,40,0,80,0,60,0,0,60,0,0,0,0,0,40,0,19924,0,0,1000,0,93.66237498751168,786.4318683568983,0,1,0,0,0,0,0,0,0.0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,34772,35247,1,20,0,0,0,0,0,0,0,0,PortScan
80,816,8,1,7833,780,979,10,979,30.58452486332729,780,0,780,16.696525444794393,10545702,11018,90,754.9565527679688,816,9,653,81,0,653,0,490,490,0,490,0,0,0,0,0,160,20,9793,1224,0,1000,957,11.751276450693226,655.2680737690358,0,0,0,0,1,0,0,0,0.12,957,979,780,160,0,0,0,0,0,0,8,7833,1,780,37875,46579,7,20,0,0,0,0,0,0,0,0,BENIGN
16438,83,1,1,0,0,0,0,0,34.144757479938576,0,0,0,48.469918018831095,0,23890,41,651.1340064735732,83,3,66,66,0,66,0,50,50,0,50,0,0,0,0,0,20,20,11945,11945,0,1000,0,3.965990591336177,939.2975013047098,0,1,0,0,0,0,0,0,1.0,0,0,0,20,0,0,0,0,0,0,1,0,1,0,41849,40429,0,20,0,0,0,0,0,0,0,0,PortScan
80,2454,10,2,9523,413,952,10,952,44.033365446436186,206,0,206,11.865357080288714,4047918,4888,204,301.05739474709526,2454,10,1963,196,0,1963,0,1472,736,0,1472,0,0,0,0,0,200,40,4073,814,0,1000,828,77.7934917104679,832.20153553955,0,0,0,0,0,0,0,0,0.2,828,952,206,200,0,0,0,0,0,0,10,9523,2,413,60843,31830,9,20,0,0,0,0,0,0,0,0,BENIGN
22,4577,8,4,5940,3757,742,10,742,4.258406073864723,939,0,939,41.34019124133633,2118597,2621,381,658.0851476542102,4577,8,3661,457,0,3661,0,2746,686,0,2746,0,0,0,0,0,160,80,1747,873,0,1000,808,58.17197201753713,367.91591386070075,0,1,0,0,1,0,0,0,0.5,808,742,939,160,0,0,0,0,0,0,8,5940,4,3757,38256,48994,7,20,0,0,0,0,0,0,0,0,BENIGN
443,4481,4,11,3824,2890,956,10,956,15.363295500648277,262,0,262,6.699753208695308,1498506,3347,298,800.3389925607748,4481,3,3585,896,0,3585,0,2688,244,0,2688,0,0,0,0,0,80,220,892,2454,0,1000,447,87.33166899191309,23.2191595321386,0,1,0,0,0,0,0,0,2.75,447,956,262,80,0,0,0,0,0,0,4,3824,11,2890,47760,59465,3,20,0,0,0,0,0,0,0,0,BENIGN
53,4299,2,1,789,235,394,10,394,21.46791633886104,235,0,235,35.170658344650974,238548,697,1433,454.53290199905126,4299,10,3439,1719,0,3439,0,2579,2579,0,2579,0,0,0,0,0,40,20,465,232,0,1000,341,21.181892261578994,103.05187156267537,0,1,0,0,1,0,0,0,0.5,341,394,235,40,0,0,0,0,0,0,2,789,1,235,59543,42481,1,20,0,0,0,0,0,0,0,0,BENIGN
443,1147,4,6,3981,4370,995,10,995,3.562315466091298,728,0,728,36.93134726431939,7278629,8714,114,968.0370248103927,1147,9,918,229,0,918,0,688,114,0,688,0,0,0,0,0,80,120,3485,5228,0,1000,835,9.86070312166014,796.5340263015407,0,1,0,0,1,0,0,0,1.5,835,995,728,80,0,0,0,0,0,0,4,3981,6,4370,59258,52647,3,20,0,0,0,0,0,0,0,0,BENIGN
22,4625,8,9,702,8163,87,10,87,40.306677385254126,907,0,907,5.032001789968376,1916588,3674,272,230.81688568802196,4625,5,3700,462,0,3700,0,2775,308,0,2775,0,0,0,0,0,160,180,1729,1945,0,1000,521,17.346548988258657,533.4917759668087,0,1,0,0,1,0,0,0,1.12,521,87,907,160,0,0,0,0,0,0,8,702,9,8163,59037,45754,7,20,0,0,0,0,0,0,0,0,BENIGN
80,1342,3,9,1675,9890,558,10,558,28.660171965705477,1098,0,1098,41.52958518001502,8616682,8940,111,858.9885325578805,1342,1,1073,357,0,1073,0,805,89,0,805,0,0,0,0,0,60,180,2235,6705,0,1000,963,9.12515762128323,645.326480361842,0,0,0,0,0,0,0,0,3.0,963,558,1098,60,0,0,0,0,0,0,3,1675,9,9890,53246,31481,2,20,0,0,0,0,0,0,0,0,BENIGN
22,4291,5,2,2308,919,461,10,461,34.84085816655772,459,0,459,16.58371811452276,752078,1631,613,233.44318900352678,4291,9,3433,686,0,3433,0,2574,1287,0,2574,0,0,0,0,0,100,40,1165,466,0,1000,461,3.4784117260374448,902.1241288601732,0,0,0,0,1,0,0,0,0.4,461,461,459,100,0,0,0,0,0,0,5,2308,2,919,58206,57644,4,20,0,0,0,0,0,0,0,0,BENIGN
52087,143,2,1,0,0,0,0,0,42.80231507734633,0,0,0,36.41501985641104,0,20969,47,819.6969723372896,143,10,114,57,0,114,0,85,85,0,85,0,0,0,0,0,40,20,13979,6989,0,1000,0,43.90363753017624,751.7972284484586,0,1,0,0,0,0,0,0,0.5,0,0,0,40,0,0,0,0,0,0,2,0,1,0,46492,64840,1,20,0,0,0,0,0,0,0,0,PortScan
443,1666632,321,1,85160,27,265,0,265,22.53553523726196,27,0,27,42.20620208275745,51113,193,5175,774.5602292314585,1666632,2,1333306,4153,0,1333306,0,999979,999979,0,999979,0,0,0,0,0,6420,20,192,0,0,1500,264,50.27425769155228,27.19473650286797,0,1,0,0,0,0,0,0,0.0,264,265,27,6420,0,0,0,0,0,0,321,85160,1,27,52516,50053,320,20,0,0,0,0,0,0,0,0,DDoS
53,1467,1,12,183,10212,183,10,183,31.807314703939753,851,0,851,13.420535213188655,7081784,8856,112,574.2725404020315,1467,2,1174,1174,0,1174,0,880,73,0,880,0,0,0,0,0,20,240,681,8174,0,1000,799,16.505268709523968,738.5899342288238,0,1,0,0,1,0,0,0,12.0,799,183,851,20,0,0,0,0,0,0,1,183,12,10212,49529,30327,0,20,0,0,0,0,0,0,0,0,BENIGN
443,20,9,3,1908,2132,212,10,212,12.096481469631188,710,0,710,1.839207971387763,199807766,593285,1,874.2496466378307,20,10,16,1,0,16,0,12,4,0,12,0,0,0,0,0,180,60,444964,148321,0,1000,336,43.707024768806555,965.5826451328796,0,0,0,0,0,0,0,0,0.33,336,212,710,180,0,0,0,0,0,0,9,1908,3,2132,59947,48577,8,20,0,0,0,0,0,0,0,0,BENIGN
443,2089,4,7,508,911,127,10,127,36.508481977886554,130,0,130,21.19638226131051,679586,5263,189,655.8878653568014,2089,9,1671,417,0,1671,0,1253,179,0,1253,0,0,0,0,0,80,140,1914,3349,0,1000,129,32.50323902995724,14.142040922067167,0,1,0,0,0,0,0,0,1.75,129,127,130,80,0,0,0,0,0,0,4,508,7,911,54810,29990,3,20,0,0,0,0,0,0,0,0,BENIGN
80,2241,4,8,864,3322,216,10,216,48.29568145713057,415,0,415,32.34131576912957,1868078,5353,186,520.4416273409661,2241,8,1793,448,0,1793,0,1344,168,0,1344,0,0,0,0,0,80,160,1784,3569,0,1000,348,84.39151517417798,271.1542916925753,0,1,0,0,0,0,0,0,2.0,348,216,415,80,0,0,0,0,0,0,4,864,8,3322,48615,59408,3,20,0,0,0,0,0,0,0,0,BENIGN
22,611,1,11,62,2062,62,10,62,36.9397704946246,187,0,187,22.857934646129603,3477367,19635,50,177.1866360686306,611,3,488,488,0,488,0,366,33,0,366,0,0,0,0,0,20,220,1636,17998,0,1000,177,16.935293331850364,816.7721227178215,0,0,0,0,0,0,0,0,11.0,177,62,187,20,0,0,0,0,0,0,1,62,11,2062,31912,58405,0,20,0,0,0,0,0,0,0,0,BENIGN
443,4040332,184,1,46626,31,253,0,253,7.198683637427511,31,0,31,1.8054736992364206,11547,45,21839,407.6898074993709,4040332,2,3232265,17566,0,3232265,0,2424199,2424199,0,2424199,0,0,0,0,0,3680,20,45,0,0,1500,252,58.48525002156588,689.083849804064,0,1,0,0,0,0,0,0,0.01,252,253,31,3680,0,0,0,0,0,0,184,46626,1,31,29539,30633,183,20,0,0,0,0,0,0,0,0,DDoS
53,146,2,9,891,4404,445,10,445,16.388782483640856,489,0,489,5.117662102923559,36047591,74880,13,384.5968194965501,146,3,117,58,0,117,0,88,9,0,88,0,0,0,0,0,40,180,13614,61265,0,1000,481,33.6745493110464,514.4723907409929,0,1,0,0,0,0,0,0,4.5,481,445,489,40,0,0,0,0,0,0,2,891,9,4404,46386,32640,1,20,0,0,0,0,0,0,0,0,BENIGN
22,1385,2,3,1070,1353,535,10,535,9.688142624074224,451,0,451,34.21544525001764,1750008,3609,277,995.1615952389712,1385,9,1108,554,0,1108,0,831,277,0,831,0,0,0,0,0,40,60,1443,2165,0,1000,484,69.82288321561315,391.82084409902853,0,0,0,0,0,0,0,0,1.5,484,535,451,40,0,0,0,0,0,0,2,1070,3,1353,43511,39396,1,20,0,0,0,0,0,0,0,0,BENIGN
443,2913,7,11,5974,5087,853,10,853,46.38582746610989,462,0,462,37.37946086498308,3797244,6178,161,683.3350357317868,2913,8,2330,332,0,2330,0,1747,158,0,1747,0,0,0,0,0,140,220,2402,3775,0,1000,614,87.97821655833728,759.3374866779457,0,1,0,0,0,0,0,0,1.57,614,853,462,140,0,0,0,0,0,0,7,5974,11,5087,51341,29754,6,20,0,0,0,0,0,0,0,0,BENIGN
8080,4519860,470,2,388354,43,826,0,826,25.305937994325056,21,0,21,5.9937712864565285,85931,104,9575,604.7154114094915,4519860,1,3615888,7693,0,3615888,0,2711916,1355958,0,2711916,0,0,0,0,0,9400,40,103,0,0,1500,822,1.7239988342716561,780.8817232856754,0,1,0,0,0,0,0,0,0.0,822,826,21,9400,0,0,0,0,0,0,470,388354,2,43,63630,60588,469,20,0,0,0,0,0,0,0,0,DDoS
123,2658,6,4,2148,811,358,10,358,15.608477296252982,202,0,202,23.40348198803356,1113513,3761,265,687.213322726294,2658,7,2126,354,0,2126,0,1594,398,0,1594,0,0,0,0,0,120,80,2257,1504,0,1000,295,40.363182003607356,358.01841466274664,0,0,0,0,0,0,0,0,0.67,295,358,202,120,0,0,0,0,0,0,6,2148,4,811,53372,49329,5,20,0,0,0,0,0,0,0,0,BENIGN
443,2168,3,10,2173,3266,724,10,724,3.161575466136568,326,0,326,20.406930408720463,2508254,5994,166,162.0728538595213,2168,5,1734,578,0,1734,0,1301,130,0,1301,0,0,0,0,0,60,200,1383,4611,0,1000,418,72.68050276329497,923.6920406283574,0,1,0,0,1,0,0,0,3.33,418,724,326,60,0,0,0,0,0,0,3,2173,10,3266,51079,65291,2,20,0,0,0,0,0,0,0,0,BENIGN
53,1914,5,6,1271,7035,254,10,254,19.191854885449526,1172,0,1172,9.695497504628792,4339432,5745,174,704.3665364485458,1914,1,1531,306,0,1531,0,1148,191,0,1148,0,0,0,0,0,100,120,2611,3134,0,1000,755,0.22001797376166587,406.28172374193304,0,1,0,0,0,0,0,0,1.2,755,254,1172,100,0,0,0,0,0,0,5,1271,6,7035,31483,59308,4,20,0,0,0,0,0,0,0,0,BENIGN
8080,2541126,98,4,36158,90,368,0,368,14.91799373129345,22,0,22,21.498901761203232,14264,40,24913,527.054669908275,2541126,4,2032901,20743,0,2032901,0,1524676,381169,0,1524676,0,0,0,0,0,1960,80,38,1,0,1500,355,48.92734627553597,26.79284626087719,0,1,0,0,0,0,0,0,0.04,355,368,22,1960,0,0,0,0,0,0,98,36158,4,90,61838,32119,97,20,0,0,0,0,0,0,0,0,DDoS
443,2967091,494,4,265078,66,536,0,536,7.003165088417002,16,0,16,21.982565724344884,89362,167,5958,195.19712936209476,2967091,7,2373673,4805,0,2373673,0,1780254,445063,0,1780254,0,0,0,0,0,9880,80,166,1,0,1500,532,90.72514018728785,613.0140961108044,0,1,0,0,0,0,0,0,0.01,532,536,16,9880,0,0,0,0,0,0,494,265078,4,66,65085,46710,493,20,0,0,0,0,0,0,0,0,DDoS
80,4927285,136,0,16912,0,124,0,124,33.529793042722574,0,0,0,39.51649991146961,3432,27,36230,8.969367051458455,4927285,1,3941828,28984,0,3941828,0,2956371,0,0,2956371,0,0,0,0,0,2720,0,27,0,0,1500,124,5.304619473344074,476.6461410616476,0,1,0,0,0,0,0,0,0.0,124,124,0,2720,0,0,0,0,0,0,136,16912,0,0,40462,47160,135,20,0,0,0,0,0,0,0,0,DDoS
123,264,2,10,1306,1389,653,10,653,22.43179960855988,138,0,138,5.130696307184513,10211427,45448,22,210.9983433392588,264,2,211,105,0,211,0,158,15,0,158,0,0,0,0,0,40,200,7574,37873,0,1000,224,78.8529217742834,330.8533364819969,0,0,0,0,0,0,0,0,5.0,224,653,138,40,0,0,0,0,0,0,2,1306,10,1389,38067,39469,1,20,0,0,0,0,0,0,0,0,BENIGN
443,2789,7,8,4889,7517,698,10,698,4.667379767487962,939,0,939,20.1821603976533,4448206,5377,185,963.6838607163672,2789,5,2231,318,0,2231,0,1673,209,0,1673,0,0,0,0,0,140,160,2509,2868,0,1000,827,82.853900716884,152.29281874727064,0,1,0,0,1,0,0,0,1.14,827,698,939,140,0,0,0,0,0,0,7,4889,8,7517,43623,48679,6,20,0,0,0,0,0,0,0,0,BENIGN
